question,answer_llm,answer_orig,document
Can I count my Bluesky posts toward the learning in public credits for this course?,Yes. Bluesky posts can be used for learning in public credits for this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky accepted as a platform for earning learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Do posts I make on Bluesky qualify for course credits under the learning in public rule?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my progress on Bluesky, can that be used for learning in public credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates valid for the learning in public credit requirement in this course?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram link for LLM Zoomcamp?,The Telegram link for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I find the LLM Zoomcamp Telegram channel?,The LLM Zoomcamp Telegram channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Is there a Telegram channel for course announcements in LLM Zoomcamp?,"Yes — the Telegram channel for course announcements is: https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Which Telegram group should I join for LLM Zoomcamp updates?,Join the Telegram channel **https://t.me/llm_zoomcamp** for LLM Zoomcamp updates.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I go for announcements if I’m in LLM Zoomcamp?,Use the LLM Zoomcamp Telegram channel for announcements: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why is the FAQ record count different from what I see in the course videos?,"The FAQ record count is different because the FAQ dataset is live and changes over time: new questions are added and old ones are deleted. The course videos were recorded in May 2026, so the count you see when running the code now may not match the videos.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
